Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 16:57:05 CEST,2021-05-05,16:57:05,Link,233,42,95,0,1,2,92,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159868022234410,+++ Die Lage bessert sich. Jeder vierte Landkreis in Deutschland hat nun wieder eine 7-Tage-Inzidenz unter 100. +++,https://www.focus.de/gesundheit/news/aktuelle-news-zur-corona-pandemie-im-ticker-rki-zahlen-mehr-als-4700-neuinfektionen-7-tage-inzidenz-steigt-auf-65-8_id_13005536.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online&fbc=facebook-focus-online&ts=202105051653&cid=05052021,https://www.focus.de/gesundheit/news/aktuelle-news-zur-corona-pandemie-im-ticker-lauterbach-bundesweite-inzidenz-schon-im-juni-wieder-unter-50_id_13005536.html,,"Lauterbach optimistisch: Bundesweite Inzidenz ""schon im Juni wieder unter 50""",Alle Neuigkeiten zur Corona-Pandemie: Die Lage bessert sich. Jeder vierte Landkreis in Deutschland hat nun wieder eine 7-Tage-Inzidenz unter 100. Markus Söder (CSU) plant währenddessen größere Corona-Lockerungen in Bayern.,,,,1.24
ZEIT ONLINE,zeitonline,37816894428,NEWS_SITE,DE,"ZEIT ONLINE auf
- Twitter: twitter.com/zeitonline 
- Instagram: www.instagram.com/zeit/

Netiquette: http://zeit.to/zon-netiquette",2014-09-30 23:06:44 CEST,846691,886153,2021-05-06 09:17:11 CEST,2021-05-06,09:17:11,Link,78,35,26,1,3,1,10,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/37816894428/posts/10159400360214429,Gesundheitsminister Jens Spahn will den Impfstoff von AstraZeneca für alle freigeben. Weitere Informationen im Liveblog.,https://trib.al/B0S42Dn,https://www.zeit.de/politik/deutschland/2021-03/coronavirus-deutschland-aktuell-lockdown-rki-neuinfektionen-live?utm_referrer=facebook&utm_content=zeitde_redpost_zon_link_sf&utm_source=facebook_zonaudev_int&utm_term=facebook_zonaudev_int&utm_campaign=ref&wt_zmc=sm.int.zonaudev.facebook.ref.zeitde.redpost_zon.link.sf&utm_medium=sm,,Coronavirus in Deutschland: Spahn will Impf-Intervall für AstraZeneca flexibilisieren,Jens Spahn will den Impfstoff für alle freigeben. NRW stellt hunderttausend Impfdosen für soziale Brennpunkte bereit. Corona-News aus Deutschland,,,,1.24
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924511,2110658,2021-05-05 22:00:13 CEST,2021-05-05,22:00:13,Native Video,355,96,143,35,0,1,35,4,41,0,crosspost,No,25250,25276,31765,00:06:07,https://www.facebook.com/38246844868/posts/10159923480729869,"Auflagen Abstandsregeln Ausgangssperren. Seit 2020 hat die Pandemie Deutschland fest im Griff. Was nervt, was hilft, was ist? SPIEGEL TV über eine Woche Deutschland im Lockdown. (3/8)",https://www.facebook.com/derspiegel/videos/128854612528906/,,,(3/8) Lockdown und Grundrechte: Die Lage der Nation,,,,,1.23
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894676,901596,2021-05-06 10:30:06 CEST,2021-05-06,10:30:06,Link,160,25,49,18,0,1,50,2,15,0,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159870032924410,"China hat in letzter Sekunde versucht, nicht erfüllbare Klauseln „in den Vertrag zu mogeln“, offenbart der ehemalige Grünen-Chef Reinhard Bütikofer.",https://www.focus.de/kultur/gesellschaft/interview-mit-rainer-buetikofer-schallende-ohrfeige-fuer-kanzlerin-so-sabotiert-china-wirtschaftsabkommen-mit-eu_id_13267859.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-finanzen&fbc=facebook-focus-online-finanzen&ts=202105060952&cid=06052021,,,„Schallende Ohrfeige für Kanzlerin“: So hat China das Wirtschaftsabkommen mit EU sabotiert,"Der ehemalige Grünen-Chef Reinhard Bütikofer sitzt heute für seine Partei im EU-Parlament. Weil er Kritik an China übt, hat ihn das Regime in Peking mit Sanktionen belegt. Im Gespräch berichtet er, warum das Investitionsabkommen mit China jetzt auf Eis liegt und offenbart überraschende Details...",,,,1.21
tagesschau,tagesschau,193081554406,TV_SHOW,DE,"Die erfolgreichste Nachrichtensendung Deutschlands.
Besuchen Sie uns auch auf www.tagesschau.de oder in unserer kostenfreien Tagesschau-App.",2014-10-06 20:30:14 CEST,1979748,2165461,2021-05-06 06:30:28 CEST,2021-05-06,06:30:28,Link,"1,309",359,596,39,7,12,12,6,278,0,,-,0,0,0,N/A,https://www.facebook.com/193081554406/posts/10159640272069407,"Das Bundesverfassungsgericht hat Eilanträge gegen die nächtlichen Ausgangsbeschränkungen abgelehnt. Ob diese mit dem Grundgesetz vereinbar sind, ist damit aber noch nicht entschieden.",https://www.tagesschau.de/ausgangsbeschraenkungen-karlsruhe-101.html,,,Was der Beschluss zur Ausgangsbeschränkung bedeutet,"Das Bundesverfassungsgericht hat die Eilanträge zur Aussetzung der nächtlichen Ausgangsbeschränkungen abgelehnt. Ob diese mit dem Grundgesetz vereinbar sind, ist damit noch nicht entschieden. Von Kolja Schwartz und Frank Bräutigam.",,,,1.2
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 23:00:02 CEST,2021-05-05,23:00:02,Link,207,7,152,3,0,8,15,18,3,1,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159868826994410,"Linus freundete sich mit einem fremden Schäferhund an, warf ihm Stöcke hin. Doch plötzlich beißt der Hund zu! __ via Hamburger Morgenpost",https://www.focus.de/regional/hamburg/beim-spielen-ploetzlich-beisst-der-hund-zu-und-linus-11-bangt-um-seinen-finger_id_13266912.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-panorama&fbc=facebook-focus-online-panorama&ts=202105052151&cid=05052021,https://www.focus.de/regional/hamburg/unfall-in-hamburg-beim-spielen-ploetzlich-beisst-der-hund-zu-und-linus-11-bangt-um-seinen-finger_id_13266912.html,,Beim Spielen: Plötzlich beißt der Hund zu – und Linus (11) bangt um seinen Finger,"Die Sonne schien am vergangenen Dienstag, es war ein schöner Tag. Linus (11) und sein Bruder spielen mit Mama und Hündin Paula auf der eingezäunten Hundewiese am Kemal-Altun-Platz. Linus freundet sich mit einem fremden Schäferhund an, wirft ihm Stöcke hin. Doch plötzlich beißt der Hund zu.",,,,1.18
ntv Nachrichten,ntvNachrichten,126049165307,TV_CHANNEL,DE,"Breaking News, aktuelle Videos und Artikel von http://www.n-tv.de | Zum Impressum",2014-10-06 20:31:53 CEST,1067406,1143728,2021-05-05 20:56:55 CEST,2021-05-05,20:56:55,Link,210,36,59,6,0,3,78,23,4,1,,-,0,0,0,N/A,https://www.facebook.com/126049165307/posts/10158279134535308,,https://www.n-tv.de/21626512?ts=1620241011888,https://www.n-tv.de/panorama/20-52-Bundeslaender-melden-20-226-Neuinfektionen--article21626512.html,,+++ 20:52 Bundesländer melden 20.226 Neuinfektionen +++,Coronavirus-Liveticker,,,,1.17
ZDF heute,ZDFheute,112784955679,BROADCASTING_MEDIA_PRODUCTION,DE,Was auf der Welt passiert und alle angeht - mit ZDFheute rund um die Uhr informiert sein.,2014-10-06 20:30:23 CEST,1260604,1424882,2021-05-05 19:16:01 CEST,2021-05-05,19:16:01,Native Video,"1,530",346,798,54,4,15,228,17,68,0,owned,Yes,37438,37833,0,00:01:20,https://www.facebook.com/112784955679/posts/10159572150910680,"Ex-Nationalspieler Lehmann verliert nach ""Quotenschwarzer""-Nachricht seinen Job bei Hertha BSC - und entschuldigt sich anschließend bei Dennis Aogo. Dieser habe die Entschuldigung nach eigenen Angaben angenommen.",https://www.facebook.com/ZDFheute/videos/1189387171479865/,,,Rassismus-Vorwürfe gegen Lehmann,,,,,1.16
stern,stern,78766664651,NEWS_SITE,DE,"Willkommen beim stern - aktuelle Nachrichten, Hintergründe und bildstarke Reportagen. Impressum: https://www.stern.de/impressum. Bei Fragen zum Datenschutz: https://www.stern.de/datenschutz.",2014-09-30 23:06:57 CEST,761410,751232,2021-05-05 16:00:11 CEST,2021-05-05,16:00:11,Link,123,52,38,1,1,1,29,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/78766664651/posts/10158669443304652,Seit Januar ist es seltsam still um ihn geworden.,https://trib.al/utHMkwN,https://www.stern.de/politik/ausland/inside-america/trump-bleibt-eine-gefahr-fuer-die-amerikanische-demokratie-30513380.html?utm_source=facebook&utm_campaign=stern_fanpage&utm_medium=posting,,"Podcast ""Inside America"": Trump bleibt eine Gefahr für die amerikanische Demokratie","Der ehemalige US-Präsident hat sich nach Florida zurückgezogen, dennoch ist er präsent in den USA. Er spaltetet das Land immer noch. Er bleibt eine Gefahr für die Demokratie.",,,,1.16
Bild,bild,25604775729,NEWS_SITE,DE,"Offizielle Seite von BILD. Diskutiere über die Themen des Tages. Einfach ""Gefällt mir"" klicken und mitreden! http://www.BILD.de",2014-02-06 01:43:47 CET,2546152,2527790,2021-05-06 05:03:00 CEST,2021-05-06,05:03:00,Link,369,45,136,15,0,10,116,30,17,0,,-,0,0,0,N/A,https://www.facebook.com/25604775729/posts/10160631848455730,"Bevor er das Geld aber in eine Konsole investieren konnte, stand schon die Polizei im Kinderzimmer.",https://www.bild.de/regional/ruhrgebiet/ruhrgebiet-aktuell/borken-er-wollte-eine-spielkonsole-junge-13-ueberfaellt-tankstelle-76299488.bild.html,,,Weil er eine Spielekonsole wollte: Junge (13) überfällt Tankstelle mit Softair-Pistole,Er wollte unbedingt eine Spielekonsole – und griff dafür zur Waffe: Überfall auf eine Tankstelle am 1. Mai in Borken!,,,,1.15
tagesschau,tagesschau,193081554406,TV_SHOW,DE,"Die erfolgreichste Nachrichtensendung Deutschlands.
Besuchen Sie uns auch auf www.tagesschau.de oder in unserer kostenfreien Tagesschau-App.",2014-10-06 20:30:14 CEST,1979695,2165288,2021-05-05 22:30:01 CEST,2021-05-05,22:30:01,Native Video,"1,661",866,342,293,5,4,124,8,16,3,owned,Yes,57056,59443,0,00:01:51,https://www.facebook.com/193081554406/posts/10159639163564407,"""Dass erst eine Pandemie kommen muss, um in einem vermeintlich gut organisierten reichen Land die Mängel im Bildungssystem schonungslos offen zu legen, ist erschütternd. Aber hoffentlich am Ende heilsam"" - Die Meinung von Kristina Böker zum Corona-""Aufholprogramm"".",https://www.facebook.com/tagesschau/videos/847201572539656/,,,"Meinung: Corona-""Aufholprogramm""",,,,,1.12
Süddeutsche Zeitung,ihre.sz,215982125159841,MEDIA_NEWS_COMPANY,DE,"Deutschlands große Zeitung. Seit 1945. Mit dem Newsportal SZ.de. 
Impressum: http://www.sz.de/impressum
Datenschutz: https://datenschutz.sueddeutsche.de/sz",2014-09-30 23:06:42 CEST,780533,795298,2021-05-06 07:27:40 CEST,2021-05-06,07:27:40,Link,150,31,86,4,0,1,20,2,4,2,,-,0,0,0,N/A,https://www.facebook.com/215982125159841/posts/4188846107873403,"Damit sinkt die Inzidenz weiter: auf 129,1. Gesundheitsminister Spahn will die Priorisierung für Astra Zeneca aufheben. Der BDI fordert Öffnungsperspektiven auch für die Wirtschaft. Aktuelle Meldungen aus Deutschland",https://www.sueddeutsche.de/politik/corona-aktuell-rki-inzidenz-neuinfektionen-1.5282424,,,RKI meldet 21 953 Corona-Neuinfektionen und 250 neue Todesfälle,"Das Robert-Koch-Institut registriert 21 953 weitere Corona-Fälle binnen eines Tages. Die Sieben-Tage-Inzidenz fällt auf 129,1.",,,,1.11
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894676,901596,2021-05-06 12:59:16 CEST,2021-05-06,12:59:16,Link,84,65,11,8,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159870243914410,+++ In 15 Orten schlägt die Polizei zu. +++,https://www.focus.de/panorama/10-festnahmen-grossrazzia-in-deutschland-gegen-schleuser-mehrere-festnahmen-und-durchsuchungen_id_13269006.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online&fbc=facebook-focus-online&ts=202105061257&cid=06052021,,,10 Personen festgenommen: Großrazzia gegen Schleuser in mehreren Bundesländern,Bei einer Polizei-Razzia in fünf Bundesländern wegen des Verdachtes des gewerbsmäßigen Einschleusens von Ausländern nach Deutschland gibt es mehrere Festnahmen und Wohnungsdurchsuchungen. Insgesamt schlagen die Ermittler in 15 Orten zu.,,,,1.06
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924419,2110785,2021-05-06 11:31:29 CEST,2021-05-06,11:31:29,Link,353,182,131,4,6,1,22,2,1,4,,-,0,0,0,N/A,https://www.facebook.com/38246844868/posts/10159925852109869,Der Impfzug rollt.,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-donnerstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-bd72a0b7-1c36-498d-bca7-36be569dd5ff,,,Corona-News am Donnerstag: 30 Prozent der Deutschen erstgeimpft,"Immer mehr Menschen in Deutschland können sich gegen das Coronavirus impfen lassen – allein gestern wurden mehr als 1,1 Millionen Impfdosen verabreicht. Und: Städtetag verlangt mehr Freiheiten für negativ Getestete. Der Überblick.",,,,1.06
ZEIT ONLINE,zeitonline,37816894428,NEWS_SITE,DE,"ZEIT ONLINE auf
- Twitter: twitter.com/zeitonline 
- Instagram: www.instagram.com/zeit/

Netiquette: http://zeit.to/zon-netiquette",2014-09-30 23:06:44 CEST,846691,886153,2021-05-06 10:19:24 CEST,2021-05-06,10:19:24,Link,62,18,17,0,0,4,22,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/37816894428/posts/10159400423249429,"Ein Hinweis einer Einzelperson veranlasst die Hochschule, dem Verdacht auf unwissenschaftliches Arbeiten nachzugehen. Braun ist überzeugt, korrekt gearbeitet zu haben.",https://trib.al/TdIOGqd,https://www.zeit.de/politik/deutschland/2021-05/kanzleramtsminister-helge-braun-dissertation-universitaet-giessen-pruefung?utm_referrer=facebook&utm_content=zeitde_redpost_zon_link_sf&utm_medium=sm&utm_term=facebook_zonaudev_int&utm_campaign=ref&wt_zmc=sm.int.zonaudev.facebook.ref.zeitde.redpost_zon.link.sf&utm_source=facebook_zonaudev_int,,Kanzleramtsminister: Universität Gießen prüft Dissertation von Helge Braun,Auch der Kanzleramtsminister selbst habe um Überprüfung dieser Vorwürfe gebeten.,,,,1.05
stern,stern,78766664651,NEWS_SITE,DE,"Willkommen beim stern - aktuelle Nachrichten, Hintergründe und bildstarke Reportagen. Impressum: https://www.stern.de/impressum. Bei Fragen zum Datenschutz: https://www.stern.de/datenschutz.",2014-09-30 23:06:57 CEST,761364,751202,2021-05-06 06:00:11 CEST,2021-05-06,06:00:11,Link,87,16,32,3,1,29,5,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/78766664651/posts/10158670810884652,Selbst die Ärzte hatten nicht damit gerechnet.,https://trib.al/OlZAx4f,https://www.stern.de/news/malierin-bringt-in-marokko-neunlinge-zur-welt--30513910.html?utm_campaign=stern_fanpage&utm_medium=posting&utm_source=facebook,,Seltene Geburt: Frau bringt in Marokko Neunlinge zur Welt!,"Die Malierin Halima Cissé hat Siebenlinge erwartet - und Neunlinge zur Welt gebracht. Die 25-Jährige gebar in Marokko fünf Töchter und vier Söhne, wie das",,,,1.05
ntv Nachrichten,ntvNachrichten,126049165307,TV_CHANNEL,DE,"Breaking News, aktuelle Videos und Artikel von http://www.n-tv.de | Zum Impressum",2014-10-06 20:31:53 CEST,1067406,1143728,2021-05-05 15:45:32 CEST,2021-05-05,15:45:32,Link,194,41,51,7,0,7,65,0,22,1,,-,0,0,0,N/A,https://www.facebook.com/126049165307/posts/10158278568770308,"Drei, zwei, eins, impf.",https://www.n-tv.de/panorama/Arzt-bietet-Astra-Impfung-auf-Ebay-an-article22535462.html?utm_medium=Social&utm_source=Facebook#Echobox=1620222330,,,Arzt bietet Astra-Impfung auf Ebay an,Das schlechte Image des Vakzins von Astrazeneca führt zu Verwerfungen: Ein Hausarzt aus Ostwestfalen ärgert sich über die Zurückhaltung seiner Patienten und bietet den...,,,,1.04
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924511,2110658,2021-05-05 15:18:17 CEST,2021-05-05,15:18:17,Link,491,186,231,9,4,7,49,3,0,2,,-,0,0,0,N/A,https://www.facebook.com/38246844868/posts/10159923650054869,"Das weitgehend unabhängige Oversight Board hat Facebooks Entscheidung, Donald Trump auszusperren, zwar bestätigt – nicht jedoch die Art der Strafe.",https://www.spiegel.de/netzwelt/web/facebook-durfte-donald-trumps-nutzerkonten-sperren-aber-nicht-dauerhaft-a-a2bff8d5-6851-4610-aaa0-3b7da97de90f,,,Facebook durfte Donald Trumps Nutzerkonten sperren – aber nicht dauerhaft,"Darf der Ex-US-Präsident zurück zu Facebook und Instagram? Das weitgehend unabhängige Oversight Board hat Facebooks Entscheidung, Donald Trump auszusperren, zwar bestätigt – nicht jedoch die Art der Strafe.",,,,1.04
ntv Nachrichten,ntvNachrichten,126049165307,TV_CHANNEL,DE,"Breaking News, aktuelle Videos und Artikel von http://www.n-tv.de | Zum Impressum",2014-10-06 20:31:53 CEST,1067406,1143728,2021-05-05 14:09:27 CEST,2021-05-05,14:09:27,Link,197,46,69,7,0,1,71,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/126049165307/posts/10158278415115308,Viele könnten sich nach dem ersten Piks in falscher Sicherheit wiegen.,https://www.n-tv.de/panorama/Ciesek-Schutz-erst-nach-zweiter-Impfung-article22533852.html?utm_medium=Social&utm_source=Facebook#Echobox=1620213671,,,Ciesek: Schutz erst nach zweiter Impfung,"Die Frankfurter Virologin Sandra Ciesek fordert mehr Aufklärungsarbeit zum Impfschutz. Menschen würden sich sonst nach dem ersten Piks in falscher Sicherheit wiegen, s...",,,,1.04
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924511,2110658,2021-05-05 21:45:48 CEST,2021-05-05,21:45:48,Native Video,295,59,148,17,2,1,33,32,1,2,crosspost,No,53297,53356,56439,00:04:43,https://www.facebook.com/38246844868/posts/10159923480189869,"Seit 2020 hat die Pandemie Deutschland im Griff. Während es auf den Corona-Intensivstationen um Leben und Tod geht, essen Andere im Restaurant-Wohnmobil. SPIEGEL TV über die aktuelle Lage der Nation. (2/8)",https://www.facebook.com/derspiegel/videos/158528756120860/,,,(2/8) Lockdown und Grundrechte: Die Lage der Nation,,,,,1.02
GMX News,GMX.DE,187741777922914,NEWS_SITE,DE,"Die Redaktion von GMX versorgt Euch auch auf Facebook mit News, Berichten und Videos. Hilfe bei technischen Fragen gibt es hier: http://j.mp/GMX-Hilfe",2015-11-17 19:34:22 CET,535444,532253,2021-05-05 15:57:00 CEST,2021-05-05,15:57:00,Link,119,39,63,3,0,1,5,0,7,1,,-,0,0,0,N/A,https://www.facebook.com/187741777922914/posts/4245479245482460,"Der ""Kaiser"" hält auch mit seiner Meinung zu Julian Nagelsmann nicht hinterm Berg ...",https://gmx.net/magazine/sport/fussball/bundesliga/franz-beckenbauer-hansi-flick-fc-bayern-verlaesst-besser-beide-seiten-35784390,https://www.gmx.net/magazine/sport/fussball/bundesliga/franz-beckenbauer-hansi-flick-fc-bayern-verlaesst-besser-beide-seiten-35784390,,Trainer-Wechsel beim FC Bayern: Ehrliches Beckenbauer-Statement zu Flicks Abgang,Bayern Münchens Ehrenpräsident Franz Beckenbauer hält Hansi Flicks vorzeitigen Abschied als Trainer beim FC Bayern für den besten Schritt für beide Seiten. Die Erfolge des einstigen Kovac-Assistenten seien nicht wiederholbar. Die Latte liegt hoch für Julian Nagelsmann. Die Verpflichtung des 33...,,,,1.02
